Lfd. Nummer;Name des Flughafens;Ort;Land;IATA;ICAO;Latitude;Longitude;Altitude;Zeitzone;DST;Zeitzonen-Datenbank;geo_punkt
407;Norderney Airport;Norderney;Deutschland;NRD;EDWY;53.70694351196289;7.230000019073486;2;1.0;E;Europe/Berlin;53.70694351196289, 7.230000019073486
753;Giebelstadt Army Air Field;Giebelstadt;Deutschland;GHF;ETEU;49.648101806599996;9.966489791870002;299;1.0;E;Europe/Berlin;49.648101806599996, 9.966489791870002
755;Celle Airport;Celle;Deutschland;ZCN;ETHC;52.59120178222656;10.022100448608398;39;1.0;E;Europe/Berlin;52.59120178222656, 10.022100448608398
764;Hanau Army Air Field;Hanau;Deutschland;ZNF;ETID;50.169201;8.96159;112;1.0;E;Europe/Berlin;50.169201, 8.96159
771;Jever Air Base;Jever;Deutschland;0;ETNJ;53.533501;7.88867;7;1.0;E;Europe/Berlin;53.533501, 7.88867
772;Rostock-Laage Airport;Laage;Deutschland;RLG;ETNL;53.9182014465;12.278300285299999;42;1.0;E;Europe/Berlin;53.9182014465, 12.278300285299999
774;Schleswig Air Base;Schleswig;Deutschland;WBG;ETNS;54.459301;9.51633;21;1.0;E;Europe/Berlin;54.459301, 9.51633
780;Wiesbaden Army Airfield;Wiesbaden;Deutschland;WIE;ETOU;50.049800872802734;8.325400352478027;141;1.0;E;Europe/Berlin;50.049800872802734, 8.325400352478027
785;Holzdorf Air Base;Holzdorf;Deutschland;0;ETSH;51.767799;13.1677;81;1.0;E;Europe/Berlin;51.767799, 13.1677
787;Lechfeld Air Base;Lechfeld;Deutschland;0;ETSL;48.185504;10.8612;555;1.0;E;Europe/Berlin;48.185504, 10.8612
3986;Memmingen Allgau Airport;Memmingen;Deutschland;FMM;EDJA;47.988800048799995;10.2395000458;633;1.0;E;Europe/Berlin;47.988800048799995, 10.2395000458
4165;Aachen-Merzbrück Airport;Aachen;Deutschland;AAH;EDKA;50.823055267333984;6.186388969421387;190;1.0;E;Europe/Berlin;50.823055267333984, 6.186388969421387
4198;Weeze Airport;Weeze;Deutschland;NRN;EDLV;51.6024017334;6.14216995239;32;1.0;E;Europe/Berlin;51.6024017334, 6.14216995239
4208;Juist Airport;Juist;Deutschland;JUI;EDWJ;53.68111038208008;7.055832862854004;2;1.0;E;Europe/Berlin;53.68111038208008, 7.055832862854004
5559;Helgoland-Düne Airport;Helgoland;Deutschland;HGL;EDXH;54.185279846200004;7.91583299637;2;1.0;E;Europe/Berlin;54.185279846200004, 7.91583299637
6423;Rügen Airport;Ruegen;Deutschland;GTI;EDCG;54.3833312988;13.3255558014;21;1.0;U;Europe/Berlin;54.3833312988, 13.3255558014
6450;Tannheim Airfield;Tannheim;Deutschland;0;EDMT;48.009998;10.098611;580;1.0;E;Europe/Berlin;48.009998, 10.098611
6830;Flugplatz Finsterwalde/Heinrichsruh;Finsterwalde;Deutschland;0;EDAS;51.634445;13.675556;117;1.0;E;Europe/Berlin;51.634445, 13.675556
6841;Höxter-Holzminden Airport;Hoexter Holzminden;Deutschland;0;EDVI;51.80666732788086;9.37833309173584;385;1.0;E;Europe/Berlin;51.80666732788086, 9.37833309173584
6911;Wangerooge Airport;Wangerooge;Deutschland;AGE;EDWG;53.782779693603516;7.913888931274414;2;1.0;E;Europe/Berlin;53.782779693603516, 7.913888931274414
7134;Nabern/Teck Airport;Kirchheim-Teck;Deutschland;0;EDTN;48.61277771;9.477222442629998;370;1.0;E;Europe/Berlin;48.61277771, 9.477222442629998
7538;Würzburg-Schenkenturm Airport;Wuerzburg;Deutschland;0;EDFW;49.81778;9.8975;302;1.0;E;Europe/Berlin;49.81778, 9.8975
7544;Hopsten Air Base;Hopsten;Deutschland;0;ETNP;52.33869934082031;7.541329860687256;129;1.0;E;Europe/Berlin;52.33869934082031, 7.541329860687256
7800;Skå-Edeby Airport;Essen;Deutschland;0;ESSE;59.34510040283203;17.74049949645996;0;1.0;E;Europe/Stockholm;59.34510040283203, 17.74049949645996
7855;Roitzschjora Airfield;Roitzschjora;Deutschland;0;EDAW;51.577778;12.494444;88;1.0;U;Europe/Berlin;51.577778, 12.494444
7893;Nannhausen Airport;Nannhausen;Deutschland;0;EDRN;49.9702796936;7.47916698456;373;1.0;E;Europe/Berlin;49.9702796936, 7.47916698456
7903;Marl-Loemühle Airfield;Recklinghausen;Deutschland;0;EDLM;51.647202;7.16333;73;1.0;U;Europe/Berlin;51.647202, 7.16333
7933;Cochstedt Airport;Cochstedt;Deutschland;CSO;EDBC;51.8563995361;11.42029953;181;1.0;E;Europe/Berlin;51.8563995361, 11.42029953
8086;Wipperfürth-Neye Airport;Wipperfuerth;Deutschland;0;EDKN;51.124168395996094;7.373610973358154;263;1.0;E;Europe/Berlin;51.124168395996094, 7.373610973358154
8088;Flugplatz Ballenstedt;Ballenstedt;Deutschland;0;EDCB;51.745834;11.229722;163;1.0;E;Europe/Berlin;51.745834, 11.229722
8090;Ganderkesee Atlas Airfield;Ganderkesee;Deutschland;0;EDWQ;53.03611;8.505556;29;1.0;E;Europe/Berlin;53.03611, 8.505556
8098;Celle-Arloh Airport;Celle;Deutschland;0;EDVC;52.68722152709961;10.11138916015625;63;1.0;E;Europe/Berlin;52.68722152709961, 10.11138916015625
8099;Uelzen Airport;Uelzen;Deutschland;0;EDVU;52.9838905334;10.4650001526;75;1.0;E;Europe/Berlin;52.9838905334, 10.4650001526
8103;Brilon/Hochsauerlandkreis Airfield;Brilon;Deutschland;0;EDKO;51.4025;8.641667;460;1.0;E;Europe/Berlin;51.4025, 8.641667
8111;Rinteln Airport;Rinteln;Deutschland;0;EDVR;52.17527770996094;9.053333282470703;55;1.0;E;Europe/Berlin;52.17527770996094, 9.053333282470703
8115;Klietz/Scharlibbe Airport;Scharlibbe;Deutschland;0;EDCL;52.709442138671875;12.073332786560059;29;1.0;E;Europe/Berlin;52.709442138671875, 12.073332786560059
8126;Wershofen/Eifel Airfield;Wershofen;Deutschland;0;EDRV;50.451389;6.783333;482;1.0;E;Europe/Berlin;50.451389, 6.783333
8459;Oerlinghausen Airport;TELGTE;Deutschland;0;EDLO;51.932220458984375;8.661666870117188;170;1.0;E;Europe/Berlin;51.932220458984375, 8.661666870117188
8501;Eberswalde-Finow Airport;Eberswalde;Deutschland;0;EDAV;52.82722091674805;13.693611145019531;37;1.0;E;Europe/Berlin;52.82722091674805, 13.693611145019531
8620;Sinsheim Airfield;Karlsruhe;Deutschland;0;EDTK;49.2472;8.8938;160;1.0;E;Europe/Berlin;49.2472, 8.8938
8621;Weinheim/Bergstraße Airport;Weinheim;Deutschland;0;EDGZ;49.567501068115234;8.610555648803711;97;1.0;E;Europe/Berlin;49.567501068115234, 8.610555648803711
8861;Bremgarten Airport;Bremgarten;Deutschland;0;EDTG;47.9027786255;7.6177778244;212;1.0;E;Europe/Berlin;47.9027786255, 7.6177778244
8862;Bitburg Airport;Birburg;Deutschland;BBJ;EDRB;49.945278;6.565;372;1.0;U;Europe/Berlin;49.945278, 6.565
9137;Oberschleißheim Airfield;Schleissheim;Deutschland;0;EDNX;48.239445;11.561389;486;1.0;E;Europe/Berlin;48.239445, 11.561389
319;Dessau Airfield;Dessau;Deutschland;0;EDAD;51.831694;12.190962;57;1.0;E;Europe/Berlin;51.831694, 12.190962
9147;Nittenau-Bruck Airport;Nittenau;Deutschland;0;EDNM;49.22249984741211;12.296667098999023;354;1.0;E;Europe/Berlin;49.22249984741211, 12.296667098999023
320;Eisenhüttenstadt Airfield;Eisenhuettenstadt;Deutschland;0;EDAE;52.195856;14.58753;44;1.0;E;Europe/Berlin;52.195856, 14.58753
322;Großenhain Airport;Suhl;Deutschland;0;EDAK;51.30805587768555;13.555556297302246;127;1.0;E;Europe/Berlin;51.30805587768555, 13.555556297302246
329;Barth Airport;Barth;Deutschland;BBH;EDBH;54.338253;12.710515;7;1.0;E;Europe/Berlin;54.338253, 12.710515
332;"Magdeburg ""City"" Airport";Magdeburg;Deutschland;ZMG;EDBM;52.073612;11.626389;79;1.0;E;Europe/Berlin;52.073612, 11.626389
334;Anklam Airfield;Anklam;Deutschland;0;EDCA;53.832779;13.668611;5;1.0;E;Europe/Berlin;53.832779, 13.668611
335;Cottbus-Drewitz Airport;Cottbus;Deutschland;CBU;EDCD;51.889442;14.531944;83;1.0;E;Europe/Berlin;51.889442, 14.531944
343;Berlin-Tempelhof International Airport;Berlin;Deutschland;THF;EDDI;52.472999572753906;13.403900146484375;51;1.0;E;Europe/Berlin;52.472999572753906, 13.403900146484375
345;Düsseldorf Airport;Duesseldorf;Deutschland;DUS;EDDL;51.289501;6.76678;45;1.0;E;Europe/Berlin;51.289501, 6.76678
347;Airport Nürnberg;Nuernberg;Deutschland;NUE;EDDN;49.498699;11.078056;319;1.0;E;Europe/Berlin;49.498699, 11.078056
349;Saarbrücken Airport;Saarbruecken;Deutschland;SCN;EDDR;49.214599609400004;7.10950994492;322;1.0;E;Europe/Berlin;49.214599609400004, 7.10950994492
9232;Neumünster Airport;Neumuenster;Deutschland;EUM;EDHN;54.079444885253906;9.941389083862305;22;1.0;E;Europe/Berlin;54.079444885253906, 9.941389083862305
350;Stuttgart Airport;Stuttgart;Deutschland;STR;EDDS;48.689899444599995;9.22196006775;389;1.0;E;Europe/Berlin;48.689899444599995, 9.22196006775
351;Berlin-Tegel Airport;Berlin;Deutschland;TXL;EDDT;52.5597;13.2877;37;1.0;E;Europe/Berlin;52.5597, 13.2877
355;Frankfurt-Hahn Airport;Hahn;Deutschland;HHN;EDFH;49.9487;7.26389;503;1.0;E;Europe/Berlin;49.9487, 7.26389
357;Allendorf/Eder Airport;Allendorf;Deutschland;0;EDFQ;51.03499984741211;8.680832862854004;353;1.0;E;Europe/Berlin;51.03499984741211, 8.680832862854004
358;Worms Airport;Worms;Deutschland;0;EDFV;49.606945;8.368333;90;1.0;E;Europe/Berlin;49.606945, 8.368333
360;Eisenach-Kindel Airport;Eisenach;Deutschland;EIB;EDGE;50.991604;10.47973;339;1.0;E;Europe/Berlin;50.991604, 10.47973
361;Siegerland Airport;Siegerland;Deutschland;SGE;EDGS;50.707698822021484;8.082969665527344;599;1.0;E;Europe/Berlin;50.707698822021484, 8.082969665527344
368;Essen Mulheim Airport;Essen;Deutschland;ESS;EDLE;51.40230178833008;6.9373297691345215;129;1.0;E;Europe/Berlin;51.40230178833008, 6.9373297691345215
370;Mönchengladbach Airport;Moenchengladbach;Deutschland;MGL;EDLN;51.230278;6.504444;38;1.0;E;Europe/Berlin;51.230278, 6.504444
371;Paderborn Lippstadt Airport;Paderborn;Deutschland;PAD;EDLP;51.614101409899995;8.616319656369999;213;1.0;E;Europe/Berlin;51.614101409899995, 8.616319656369999
374;Augsburg Airport;Augsburg;Deutschland;AGB;EDMA;48.425278;10.931667;462;1.0;E;Europe/Berlin;48.425278, 10.931667
377;Mindelheim-Mattsies Airfield;Mindelheim;Deutschland;0;EDMN;48.106945;10.525;566;1.0;E;Europe/Berlin;48.106945, 10.525
378;Oberpfaffenhofen Airport;Oberpfaffenhofen;Deutschland;OBF;EDMO;48.081402;11.2831;593;1.0;E;Europe/Berlin;48.081402, 11.2831
380;Vilshofen Airport;Vilshofen;Deutschland;0;EDMV;48.6349983215332;13.195555686950684;302;1.0;E;Europe/Berlin;48.6349983215332, 13.195555686950684
382;Friedrichshafen Airport;Friedrichshafen;Deutschland;FDH;EDNY;47.671298980699994;9.51148986816;417;1.0;E;Europe/Berlin;47.671298980699994, 9.51148986816
386;Bayreuth Airport;Bayreuth;Deutschland;BYU;EDQD;49.985001;11.64;488;1.0;E;Europe/Berlin;49.985001, 11.64
391;Trier-Föhren Airport;Trier;Deutschland;0;EDRT;49.863888;6.7875;203;1.0;E;Europe/Berlin;49.863888, 6.7875
394;Donaueschingen-Villingen Airport;Donaueschingen;Deutschland;ZQL;EDTD;47.97333145139999;8.52222156525;680;1.0;E;Europe/Berlin;47.97333145139999, 8.52222156525
395;Freiburg i. Br. Airport;Freiburg;Deutschland;0;EDTF;48.022777557400005;7.83249998093;244;1.0;E;Europe/Berlin;48.022777557400005, 7.83249998093
399;Braunschweig-Wolfsburg Airport;Braunschweig;Deutschland;BWE;EDVE;52.319199;10.5561;90;1.0;E;Europe/Berlin;52.319199, 10.5561
402;Bremerhaven Airport;Bremerhaven;Deutschland;BRV;EDWB;53.506943;8.572778;3;1.0;E;Europe/Berlin;53.506943, 8.572778
403;Emden Airport;Emden;Deutschland;EME;EDWE;53.391109;7.2275;1;1.0;E;Europe/Berlin;53.391109, 7.2275
405;Wilhelmshaven-Mariensiel Airport;Wilhelmshaven;Deutschland;WVN;EDWI;53.502220153808594;8.05222225189209;5;1.0;E;Europe/Berlin;53.502220153808594, 8.05222225189209
409;Rendsburg-Schachtholm Airport;Rendsburg;Deutschland;0;EDXR;54.220001220703125;9.599444389343262;7;1.0;E;Europe/Berlin;54.220001220703125, 9.599444389343262
10723;Elsenthal Grafe Airport;Elsenthal;Deutschland;0;EDNF;48.822498;13.3675;432;1.0;E;0;48.822498, 13.3675
11720;Lauterbach Airport;Lauterbach-Wernges;Deutschland;0;EDFT;50.683334;9.410833;369;1.0;E;0;50.683334, 9.410833
11735;Reichelsheim Airport;Reichelsheim;Deutschland;0;EDFB;50.33583450317383;8.878055572509766;121;1.0;E;0;50.33583450317383, 8.878055572509766
11739;Hüttenbusch Airport;Huettenbusch;Deutschland;0;EDXU;53.28666687011719;8.947221755981445;3;1.0;E;0;53.28666687011719, 8.947221755981445
750;Spangdahlem Air Base;Spangdahlem;Deutschland;SPM;ETAD;49.9726982117;6.69250011444;365;1.0;E;Europe/Berlin;49.9726982117, 6.69250011444
758;Laupheim Air Base;Laupheim;Deutschland;0;ETHL;48.220299;9.91002;538;1.0;E;Europe/Berlin;48.220299, 9.91002
762;Fassberg Air Base;Fassberg;Deutschland;0;ETHS;52.919399;10.185827;75;1.0;E;Europe/Berlin;52.919399, 10.185827
763;Grafenwohr Army Air Field;Grafenwoehr;Deutschland;0;ETIC;49.698699951171875;11.940199851989746;415;1.0;E;Europe/Berlin;49.698699951171875, 11.940199851989746
768;Diepholz Air Base;Diepholz;Deutschland;0;ETND;52.585556;8.342222;39;1.0;E;Europe/Berlin;52.585556, 8.342222
11787;Zerbst Airport;Zerbst/Anhalt;Deutschland;0;EDUZ;52.000832;12.148611;88;0.0;0;0;52.000832, 12.148611
770;Hohn Air Base;Hohn;Deutschland;0;ETNH;54.312199;9.53817;12;1.0;E;Europe/Berlin;54.312199, 9.53817
773;Nörvenich Air Base;Noervenich;Deutschland;0;ETNN;50.8312;6.65817;118;1.0;E;Europe/Berlin;50.8312, 6.65817
775;Wittmundhafen Airport;Wittmundhafen;Deutschland;0;ETNT;53.54779815673828;7.667329788208008;8;1.0;E;Europe/Berlin;53.54779815673828, 7.667329788208008
778;Vilseck Army Air Field;Vilseck;Deutschland;0;ETOI;49.63359832763672;11.767200469970703;412;1.0;E;Europe/Berlin;49.63359832763672, 11.767200469970703
781;Landsberg Lech Air Base;Landsberg;Deutschland;0;ETSA;48.070599;10.906;623;1.0;E;Europe/Berlin;48.070599, 10.906
782;Büchel Air Base;Buechel;Deutschland;0;ETSB;50.1738014221;7.06333017349;478;1.0;E;Europe/Berlin;50.1738014221, 7.06333017349
786;Ingolstadt Manching Airport;Ingolstadt;Deutschland;IGS;ETSI;48.7156982421875;11.534000396728516;366;1.0;E;Europe/Berlin;48.7156982421875, 11.534000396728516
13183;Bonn-Hangelar Airport;Sankt-Augustin;Deutschland;BNJ;EDKB;50.7688903809;7.16333293915;60;1.0;E;0;50.7688903809, 7.16333293915
5557;Heringsdorf Airport;Heringsdorf;Deutschland;HDF;EDAH;53.8787002563;14.152299881;28;1.0;E;Europe/Berlin;53.8787002563, 14.152299881
6489;Bienenfarm Airport;Nauen;Deutschland;0;EDOI;52.661667;12.745833;37;1.0;E;Europe/Berlin;52.661667, 12.745833
6522;Uetersen/Heist Airport;Uetersen;Deutschland;0;EDHE;53.64638900756836;9.704167366027832;7;1.0;E;Europe/Berlin;53.64638900756836, 9.704167366027832
6798;Weser-Wümme Airport;Hellwege;Deutschland;0;EDWM;53.053890228271484;9.208610534667969;18;1.0;E;Europe/Berlin;53.053890228271484, 9.208610534667969
7047;Whiting Field Naval Air Station South Airport;Cuxhaven;Deutschland;0;KNDZ;30.70439910888672;-87.02300262451172;54;-6.0;E;America/Chicago;30.70439910888672, -87.02300262451172
7787;Engels heliport;Ebenhofen;Deutschland;0;EBEN;51.211666107177734;4.5808329582214355;10;1.0;E;Europe/Brussels;51.211666107177734, 4.5808329582214355
